qid,original_id,topic,trap_type,answer_letter,answer_text
80,108.1,General,pattern_recognition,E,E splinting or triamcinolone injection is often the preferred treatment on USMLE. Anatomy Neurology (Disorders of peripheral nerves and muscles) None Subject System Topic
81,109.1,General,pattern_recognition,B,"nerve plays no role in ankle movement — including plantarflexion or inversion — so its involvement is anatomically incompatible with the findings. Furthermore, the mechanism of injury and preserved gait strongly argue against femoral neuropathy. Femoral nerve"
82,110.1,General,pattern_recognition,A,Amyotrophic lateral sclerosis
83,111.1,General,pattern_recognition,D,Lambert-Eaton syndrome Pathophysiolog Neurology (Disorders of peripheral nerves and Non y muscles) e
84,112.1,General,pattern_recognition,B,"Outlet obstruction In older adults, UTIs may cause transient incontinence due to bladder irritation. However, this patient has no dysuria, fever, hematuria, suprapubic tenderness, or systemic symptoms, and her chronic symptom course is inconsistent with acute infection."
85,113.1,General,pattern_recognition,B,"Loss of sensation over lateral deltoid Fractures of the surgical neck of the humerus can injure the axillary nerve, leading to loss of sensation over the lateral shoulder and possible deltoid weakness."
86,116.1,General,pattern_recognition,D,Sural nerve
87,117.1,General,pattern_recognition,B,Hemineglect
88,118.1,General,pattern_recognition,A,"Common peroneal nerve Choice E: Tibial nerve injury leads to weakness in plantarflexion, toe flexion, and foot inversion, with sensory loss on the sole of the foot. It is often injured in posterior knee dislocations, trauma to the popliteal fossa, or deep posterior leg compartment syndrome. This patient has preserved plantarflexion and sensation on the sole of the foot, making tibial involvement highly unlikely. Furthermore, the location of trauma (anterior shin) does not anatomically correspond to the tibial nerve's pathway."
89,119.1,General,pattern_recognition,D,"Intracellular Lewy body deposition of α-synuclein Alzheimer disease causes slowly progressive memory loss and cognitive decline due to amyloid-β plaque accumulation, tau tangles, and cholinergic deficits. Diagnosis is clinical with supportive imaging/biomarkers, and management is supportive with cholinesterase inhibitors, memantine, and caregiver support."
90,120.1,General,pattern_recognition,A,Abducens nucleus
91,121.1,General,pattern_recognition,E,Pituitary adenoma
92,122.1,General,pattern_recognition,E,"Optic neuritis Wrong answer explanations: Choice A: Central retinal artery occlusion (CRAO) presents as sudden, painless, complete monocular vision loss, often associated with a cherry-red spot on fundus exam and a history of vascular risk factors (e.g., atrial fibrillation, carotid atherosclerosis). It does not cause eye pain, afferent pupillary defect, or signs of demyelination elsewhere in the CNS, such as clonus or urinary incontinence. CRAO is an ophthalmologic emergency but is not associated with demyelinating plaques or young women. Choice B: Guillain-Barré syndrome (GBS) is an acute, immune-mediated demyelinating polyneuropathy affecting the peripheral nervous system, with ascending weakness, areflexia, and possible autonomic instability. GBS does not involve central demyelination, optic neuritis, or upper motor neuron findings. It typically follows a gastrointestinal or respiratory infection (e.g., Campylobacter jejuni) and is managed with IVIG or plasmapheresis. GBS spares the optic nerve, which is part of the CNS. Choice C: Internuclear ophthalmoplegia (INO) results from demyelination of the medial longitudinal fasciculus (MLF), also seen in MS. INO is characterized by impaired adduction of the ipsilateral eye and nystagmus of the contralateral eye during attempted lateral gaze. Unlike optic neuritis, INO does not present with acute vision loss or pain; instead, patients complain of diplopia. Clinical examination shows preserved pupillary light reflex, distinguishing it from optic neuritis. INO is highly associated with MS but is not the best match for the patient's acute monocular visual loss and afferent pupillary defect. Choice D: Myasthenia gravis is an autoimmune disorder targeting the acetylcholine receptor at the neuromuscular junction, causing fluctuating skeletal muscle weakness and fatigability, especially of ocular and bulbar muscles. It causes ptosis and diplopia but does not present with optic nerve dysfunction, afferent pupillary defect, upper motor neuron signs, or MRI findings of white matter plaques. Treatment includes acetylcholinesterase inhibitors and immunosuppression, not disease-modifying therapy for demyelination. Bottom line: Optic neuritis is a highly testable initial manifestation of multiple sclerosis, presenting with painful, acute, monocular vision loss and a relative afferent pupillary defect. MS should be considered in young women with CNS demyelination symptoms, including upper motor neuron findings and urinary incontinence. Pathology Neurology (Demyelinating diseases) None"
93,124.1,General,pattern_recognition,D,Prior episode of rheumatic fever
94,125.1,General,pattern_recognition,E,Multiple sclerosis
95,126.1,General,pattern_recognition,D,L5
96,127.1,General,pattern_recognition,C,"Multiple sclerosis Electromyography and nerve conduction studies are often used to diagnose peripheral neuropathy, which is not the case for RLS. These two disorders may superficially resemble each other, but they arise from entirely different mechanisms."
97,129.1,General,pattern_recognition,C,C Bottom line:
98,131.1,General,pattern_recognition,E,"E Choice G: The midbrain contains descending corticospinal tracts, as well as cranial nerve nuclei (e.g., CN III). A stroke here can cause contralateral hemiparesis with ipsilateral oculomotor palsy (Weber syndrome; NBME assesses this). It lies below the thalamus and contributes to the brainstem stroke syndromes, not cortical"
99,132.1,General,pattern_recognition,G,
100,133.1,General,pattern_recognition,B,B
101,136.1,General,pattern_recognition,D,S1
102,137.1,General,pattern_recognition,C,C Wrong answer explanations:
103,138.1,General,pattern_recognition,B,Hypoglossal nerve (CN XII)
104,139.1,General,pattern_recognition,C,Left midbrain
105,140.1,General,pattern_recognition,B,"B Choice D: This is the primary somatosensory cortex for the contralateral leg, located posterior to the central sulcus on the medial hemisphere. A lesion here would cause numbness, tingling, or paresthesias in the opposite leg. Sensory symptoms without weakness localize here rather than the motor cortex. Choice E: The corpus callosum is the major commissural fiber tract that connects the left and right hemispheres. Lesions here may cause disconnection syndromes, like ""alien hand syndrome"" or difficulty coordinating bilateral limb movements. It is not involved in primary motor or sensory deficits, but infarcts here can"
106,141.1,General,pattern_recognition,B,B
107,142.1,General,pattern_recognition,A,"Cluster headache Choice E: Trigeminal neuralgia is characterized by sudden, severe, electric shock-like pain affecting the distribution of cranial nerve V, usually the maxillary (V2) or mandibular (V3) branches, with episodes lasting seconds to minutes and often triggered by sensory stimuli like washing the face or chewing. The hallmark of trigeminal neuralgia is its"
108,143.1,General,pattern_recognition,A,"Acetylcholine Choice E: Serotonergic dysregulation from dorsal raphe involvement is central to mood disorders and can influence appetite, sleep, and affective symptoms; late-life depression may mimic cognitive impairment (“pseudodementia”) but improves with effective treatment. Serotonin changes can accompany various dementias, yet they are not the"
109,144.1,General,pattern_recognition,B,C8–T1 nerve root injury affecting lower trunk of brachial plexus
110,146.1,General,pattern_recognition,D,Superficial peroneal nerve
111,147.1,General,pattern_recognition,D,Pinealoma Pathology Neurology (Tumors/Malignancy of the nervous system) None Subject System Topic
112,148.1,General,pattern_recognition,D,"Trauma Choice C: Coagulopathy is a risk factor for many types of intracranial hemorrhage, including subdural and epidural hematomas, especially in nontraumatic cases. However, in this patient, no anticoagulant use or bleeding disorder is reported. The cause of bleeding is clearly traumatic, so coagulopathy is less relevant here. Choice E: Vascular malformation may cause spontaneous intracranial hemorrhage but typically results in intraparenchymal or subarachnoid hemorrhage, not epidural. Such malformations are rare in adolescents, and no prior neurological symptoms or imaging abnormalities were noted."
113,149.1,General,pattern_recognition,D,Radial nerve injury
114,150.1,General,pattern_recognition,D,"Round, silver-staining inclusions in neurons"
115,151.1,General,pattern_recognition,C,Posterior cerebral artery
116,152.1,General,pattern_recognition,C,"Guillain-Barré syndrome paraneoplastic syndrome of thymoma; 10–15% of patients have one, so chest imaging (initially X-ray, then CT if abnormal) is warranted. The ascending weakness with areflexia seen in this patient is not compatible with MG. D. Multiple sclerosis E. Myasthenia gravis Bottom line: Guillain-Barré syndrome is an acute autoimmune disorder in which T cells and antibodies target and destroy Schwann cells, leading to demyelination of peripheral nerves with ascending symmetric weakness and decreased reflexes. It is treated with IVIG or plasmapheresis; steroids are the wrong answer. Pathology Neurology (Demyelinating diseases) None Subject System Topic"
117,155.1,General,pattern_recognition,B,"Femoral nerve injury. Moreover, the injury occurred at the lateral knee, a location far from the course of the tibial nerve. The findings are entirely inconsistent with tibial involvement and localize instead to the anterior and lateral compartments, supplied by the peroneal nerve."
118,156.1,General,pattern_recognition,E,"Tibial nerve Bottom line: The femoral nerve innervates the quadriceps muscles, responsible for knee extension. Injury presents with knee buckling, difficulty straightening the leg, and sometimes hip flexion weakness. Anatomy Neurology (Disorders of peripheral nerves and muscles) None"
119,157.1,General,pattern_recognition,C,Migraine with aura
120,158.1,General,pattern_recognition,E,"Viral reactivation in the trigeminal ganglion the preferred surgical option, physically separating the offending vessel from the nerve root to relieve compression. Other procedures include percutaneous radiofrequency rhizotomy or gamma knife radiosurgery, which selectively damage pain fibers to reduce symptoms. Wrong answer explanations: Choice A: Axonal demyelination of facial motor fibers produces an acute, lower motor neuron palsy of cranial nerve VII with forehead involvement, loss of nasolabial fold, impaired eye closure, hyperacusis from stapedius weakness, and possible loss of taste on the anterior two thirds of the tongue. Pathology involves inflammatory demyelination of the facial nerve within the facial canal, leading to conduction block and flaccid facial weakness rather than paroxysmal pain. Symptoms evolve over hours to days and are not characteristically stimulus-triggered. Neurologic examination is abnormal between episodes in true facial nerve palsy. The vignette shows shock-like, touch-precipitated facial pain with a normal exam between attacks, which does not fit facial motor fiber demyelination. Choice B: Compression of the geniculate ganglion affects the sensory and parasympathetic components of the facial nerve, often causing deep otalgia, altered taste, decreased lacrimation, and progressive facial weakness from involvement of adjacent motor fibers. Tumor-related compression typically produces gradually worsening, persistent deficits rather than brief, electric, trigger-induced pain spells. Examination frequently reveals facial asymmetry or sensory changes, and imaging often shows a mass along the facial nerve pathway. The case features normal interictal neurologic findings and stimulus-evoked paroxysms in the trigeminal distribution, which are not explained by geniculate ganglion compression. Choice D: Small-vessel ischemia of brainstem sensory nuclei reflects lacunar pathology from lipohyalinosis or microatheroma in long-standing hypertension or diabetes, producing sustained sensory loss, dysesthesias, or ataxic syndromes depending on the tract involved. Deficits are continuous, often with accompanying objective signs on examination, and onset correlates with an ischemic event rather than dozens of brief attacks per day. Pain from central post-stroke phenomena is typically persistent or waxing–waning, not seconds-long shocks triggered by light touch. A normal neurologic examination between episodes and stimulus sensitivity argue strongly against a lacunar ischemic mechanism. Choice E: Viral reactivation in the trigeminal ganglion classically causes herpes zoster in the V1–V3 dermatomes, presenting with prodromal burning pain followed by a unilateral vesicular eruption on an erythematous base and possible ocular involvement with V1 disease. Pathogenesis involves latent varicella-zoster virus replicating within sensory neurons, leading to inflammation and persistent neuropathic pain that may evolve into postherpetic neuralgia. The clinical course features continuous or lingering pain rather than very brief, electric, triggerable paroxysms; skin findings are typical, and examination often reveals cutaneous lesions. The absence of rash and the paroxysmal, touch- precipitated pattern make zoster reactivation unlikely here. Bottom line: Trigeminal neuralgia most commonly results from microvascular compression of the trigeminal nerve root by an aberrant arterial loop, producing focal demyelination and ephaptic cross-talk between sensory fibers. This pathology converts normal tactile stimuli into intense paroxysmal pain, often precipitated by light touch or facial movement, and is managed with sodium channel–blocking anticonvulsants. Anatomy Neurology (Disorders of peripheral nerves and muscles) None"
121,159.1,General,pattern_recognition,D,Temporomandibular joint disorder Bottom line:
122,160.1,General,pattern_recognition,C,Right abducens nucleus is classically associated with multiple sclerosis in young patients and stroke in older adults.
123,161.1,General,pattern_recognition,C,Decreased blood supply to the muscles Bottom line:
124,162.1,General,pattern_recognition,E,"S1 Bottom line: L4 radiculopathy causes diminished knee reflex, weakened knee extension, and sensory loss over the anterior thigh and medial leg. It results from L3–L4 disc herniation compressing the L4 nerve root. USMLE commonly tests L4 by presenting cases with knee reflex loss and medial leg symptoms. Anatomy Neurology (Spinal cord disorders) None Subject System Topic A 72-year-old man presents with severe, persistent burning pain and allodynia"
125,163.1,General,pattern_recognition,C,"Left thalamus Thalamic pain syndrome is a chronic, severe neuropathic pain condition that occurs after a stroke involving the ventral posterolateral (VPL) or ventral posteromedial (VPM) nuclei of the thalamus, which relay sensory information. It presents with burning, electric-like pain and allodynia on the contralateral side of the body,"
126,164.1,General,pattern_recognition,A,Basilar skull fracture with brainstem herniation
127,165.1,General,pattern_recognition,B,"Herpetic neuralgia Choice E: Temporal arteritis (giant cell arteritis) is a granulomatous vasculitis affecting large and medium arteries, classically the branches of the external carotid artery in patients over 50 years old. Symptoms include new-onset temporal headache, scalp tenderness, jaw claudication, visual disturbances (amaurosis fugax), and possible association with polymyalgia rheumatica. Diagnosis is supported by markedly elevated ESR and temporal artery biopsy showing multinucleated giant cells. Immediate high-dose corticosteroids are indicated to prevent irreversible blindness. Temporal arteritis does not present with short, stabbing, periorbital attacks or autonomic symptoms, and is rare in patients under"
128,168.1,General,pattern_recognition,E,"Trochlear nerve palsy can occur due to increased intracranial pressure or brainstem lesions, but it does not cause ptosis or pupillary changes. Management focuses on addressing underlying causes, such as reducing intracranial pressure or treating infection/tumor. Choice B: The medial longitudinal fasciculus (MLF) is a brainstem tract coordinating horizontal eye movements between cranial nerves III and VI. Lesions cause internuclear ophthalmoplegia (INO), classically presenting as impaired adduction of the ipsilateral eye with nystagmus of the abducting contralateral eye during horizontal gaze. INO is commonly seen in multiple sclerosis (younger adults) or brainstem stroke (older adults). The illustration would show failure of one eye to adduct past midline with preserved convergence. No ptosis, mydriasis, or 'down and out' position occurs. Treatment targets the underlying neurologic disorder. Choice D: The optic nerve (cranial nerve II) transmits visual information. Lesions produce monocular vision loss, relative afferent pupillary defect, reduced visual acuity, and possibly central scotoma or loss of color vision (as in optic neuritis). The illustration would show a loss of visual field in one eye, not abnormal eye movement or ptosis. Optic nerve damage occurs in demyelinating diseases (multiple sclerosis), ischemic optic neuropathy, or compressive lesions. Empiric treatment for optic neuritis is high-dose corticosteroids; other causes require disease-specific therapy. Choice E: The trochlear nerve (cranial nerve IV) innervates the superior oblique muscle, which primarily intorts and depresses the eye when adducted. A lesion results in vertical diplopia, worse when looking down and in (e.g., reading, descending stairs). Patients characteristically tilt their head away from the affected side to compensate. The illustration would show an eye slightly elevated when attempting downward gaze and head tilt to the contralateral side. Trochlear nerve palsy rarely produces a blown pupil or ptosis and is most commonly caused by trauma (due to its long intracranial course) or microvascular ischemia. Treatment is generally supportive, with corrective prism glasses or surgery for persistent diplopia. Bottom line: A ""down and out"" eye with ptosis and mydriasis after head trauma is classic for oculomotor nerve (CN III) palsy, often due to direct injury, aneurysmal compression, or uncal herniation. Anatomy Neurology (Strokes & Stroke-related stuff) None Subject System Topic"
129,169.1,General,pattern_recognition,C,Dura mater
130,171.1,General,pattern_recognition,E,"Transverse inflammation of the thoracic spinal cord Choice A: This would typically result in anterior spinal artery syndrome, which affects the anterior two-thirds of the spinal cord. The classic findings include loss of motor function and loss of pain and temperature sensation below the lesion, with preserved dorsal column function (vibration and proprioception). However, this patient has peripheral nerve involvement (decreased reflexes, saddle anesthesia, weak rectal tone), pointing to lower motor neuron injury rather than spinal cord infarction. Furthermore, this condition usually has sudden onset, whereas this patient's presentation is gradual. Choice C: This would be characteristic of conditions like multiple sclerosis (MS), which typically presents in younger patients and often causes central nervous system demyelination, not peripheral nerve root involvement. MS may present with spasticity and upper motor neuron signs, such as increased tone and hyperreflexia. In contrast, this patient has lower motor neuron signs (e.g., decreased reflexes) and a cancer history that makes compression more likely than demyelination. Choice D: Injury to the conus medullaris would also present with bladder dysfunction and perianal numbness, but it tends to occur suddenly and often results in symmetric findings. This patient's gradual onset, asymmetric weakness, and clear lower motor neuron signs with involvement of multiple lumbosacral nerve roots favor cauda equina syndrome instead. In addition, the conus is located at L1–L2, and damage there would typically not cause hyporeflexia of the knees (L3–L4). Choice E: This describes transverse myelitis, which is an inflammatory lesion affecting the spinal cord at a single segment. It commonly presents with bilateral motor and sensory loss, a clearly defined sensory level, and often autonomic dysfunction. However, this patient's findings — including saddle anesthesia, decreased rectal tone, and asymmetric leg symptoms — are not consistent with a thoracic spinal cord lesion, especially given the lack of a sensory level. Bottom line: Cauda equina syndrome = gradual-onset urinary retention + leg pain + saddle anesthesia Caused by compression of lumbosacral nerve roots (LMN signs). USMLE likes prostate, breast, or lung metastases as triggers for this condition Anatomy Neurology (Spinal cord disorders) None"
131,172.1,General,pattern_recognition,B,"B Bottom line: USMLE wants you to know the inferior cerebellar peduncles, medial lemnisci, and pyramids on 2D cross-section of the medulla. If you don't like it, don't take it up with me; take it up with the USMLE. ICP lesions cause ipsilateral ataxia and dysmetria. Medial lemniscus lesions cause diminished vibration and proprioception. C. C Pyramid lesions cause weakness. D. D Anatomy Neurology (Strokes & Stroke-related stuff) None E. E Subject System Topic F. F"
132,173.1,General,pattern_recognition,E,"Right pons Wrong answer explanations: Choice A: Left lateral medulla would produce Wallenberg syndrome, involving CNs IX and X, with hoarseness, dysphagia, and sensory deficits—not tongue deviation or hemiparesis. Choice C: Right lateral medulla would produce symptoms on the opposite side of the brainstem and does not explain leftward tongue deviation or right hemiparesis. Choice D: Right medial medulla would result in right tongue deviation and left-sided hemiparesis, opposite of this patient’s findings. Choice E: The pons contains nuclei for CN V, VI, and VII. Lesions here do not cause tongue deviation, which is a medullary sign. Bottom line: A medial medullary lesion causes ipsilateral tongue deviation and contralateral hemiparesis due to damage to CN XII and corticospinal fibers. Anatomy Neurology (Strokes & Stroke-related stuff) None"
133,174.1,General,pattern_recognition,E,Syrinx formation in the cervical spinal cord Anatomy Neurology (Spinal cord disorders) None Subject System Topic
134,175.1,General,pattern_recognition,A,Basilar skull fracture
135,176.1,General,pattern_recognition,C,Oculomotor nerve (III)
136,177.1,General,pattern_recognition,B,Frontal lobe Bottom line:
137,178.1,General,pattern_recognition,D,D
138,179.1,General,pattern_recognition,D,Superficial peroneal (fibular) nerve
139,180.1,General,pattern_recognition,D,"Radial nerve injury pinching paper without thumb flexion), and sensory loss in the fourth and fifth fingers. Although ulnar nerve compression can cause motor symptoms in the hand, it does not lead to wrist drop, and it is not associated with humeral midshaft fractures."
140,181.1,General,pattern_recognition,C,"Musculocutaneous nerve Radial nerve injury is commonly associated with midshaft humeral fractures and results in wrist drop and dorsal hand sensory loss, particularly in the first dorsal web space. The triceps reflex may be spared due to proximal branching."
141,182.1,General,pattern_recognition,B,Apraxia Cut to the chase Audio Answer:
142,183.1,General,pattern_recognition,C,"Apperceptive agnosia from occipitotemporal damage Choice H: Wernicke aphasia causes fluent but nonsensical speech, impaired comprehension, and poor repetition, usually due to superior temporal gyrus damage in the dominant hemisphere. Language is intact in this patient."
